permno,bankruptcy_dt
92612,11/2/2001
62607,11/2/2001
84635,11/7/2001
75621,11/7/2001
88323,11/13/2001
68495,11/13/2001
87480,11/13/2001
85247,11/14/2001
85827,11/14/2001
20677,11/15/2001
88582,11/15/2001
77465,11/15/2001
87796,11/16/2001
80576,11/19/2001
87154,11/20/2001
86790,11/20/2001
12202,11/21/2001
13418,11/26/2001
14955,11/28/2001
23317,12/2/2001
77667,12/3/2001
86049,12/3/2001
84096,12/5/2001
83761,12/5/2001
77265,12/6/2001
87259,12/7/2001
88641,12/10/2001
14016,12/12/2001
89217,12/12/2001
87309,12/14/2001
85505,12/14/2001
86980,12/17/2001
83193,12/17/2001
86309,12/17/2001
75675,12/18/2001
80285,12/18/2001
83919,12/20/2001
77873,12/20/2001
93041,12/20/2001
81470,12/21/2001
76016,12/28/2001
11838,12/28/2001
88241,12/31/2001
86848,1/7/2002
80036,1/10/2002
38770,1/15/2002
46237,1/15/2002
24918,1/15/2002
68494,1/16/2002
79837,1/16/2002
84216,1/18/2002
34948,1/18/2002
12749,1/22/2002
87502,1/24/2002
86193,1/24/2002
66545,1/24/2002
86326,1/28/2002
87667,1/30/2002
83674,1/30/2002
83142,1/31/2002
77276,1/31/2002
89325,2/3/2002
79272,2/4/2002
87019,2/4/2002
57197,2/5/2002
85525,2/5/2002
85243,2/5/2002
86331,2/5/2002
76232,2/6/2002
87348,2/12/2002
76758,2/12/2002
45647,2/12/2002
80817,2/12/2002
79999,2/13/2002
80823,2/13/2002
84731,2/14/2002
85302,2/15/2002
12117,2/15/2002
85849,2/15/2002
87770,2/15/2002
77541,2/19/2002
82184,2/20/2002
79715,2/21/2002
76900,2/24/2002
82615,2/25/2002
83267,2/25/2002
34665,2/25/2002
79391,2/27/2002
45217,2/27/2002
76566,2/28/2002
89552,2/28/2002
90099,2/28/2002
83388,3/1/2002
82810,3/1/2002
89280,3/1/2002
81081,3/4/2002
75163,3/5/2002
79062,3/6/2002
19019,3/6/2002
76881,3/7/2002
76881,3/8/2002
76039,3/8/2002
10091,3/8/2002
27802,3/8/2002
87150,3/11/2002
54770,3/13/2002
76012,3/13/2002
86815,3/15/2002
85775,3/19/2002
85733,3/22/2002
11508,3/27/2002
84564,3/27/2002
86070,3/27/2002
87468,3/29/2002
75375,3/29/2002
34841,4/1/2002
76139,4/5/2002
86077,4/8/2002
87064,4/11/2002
87607,4/12/2002
79780,4/14/2002
75031,4/15/2002
88644,4/16/2002
86816,4/17/2002
88724,4/18/2002
87295,4/22/2002
70288,4/30/2002
11149,5/2/2002
11477,5/3/2002
76799,5/8/2002
88638,5/9/2002
77438,5/9/2002
82493,5/9/2002
83457,5/11/2002
90240,5/15/2002
80372,5/15/2002
76530,5/16/2002
88414,5/16/2002
85479,5/20/2002
86711,5/21/2002
79261,5/22/2002
76530,5/22/2002
85921,5/23/2002
89685,5/24/2002
83549,5/30/2002
85965,6/3/2002
88980,6/3/2002
79400,6/3/2002
87018,6/4/2002
83919,6/7/2002
10048,6/10/2002
88679,6/11/2002
87610,6/11/2002
87185,6/12/2002
85388,6/17/2002
75580,6/17/2002
87096,6/19/2002
78194,6/20/2002
10564,6/24/2002
10564,6/25/2002
85473,6/25/2002
86283,6/25/2002
77979,6/28/2002
86833,7/12/2002
81257,7/15/2002
89212,7/16/2002
78718,7/16/2002
84745,7/19/2002
11042,7/21/2002
88350,7/24/2002
84412,7/26/2002
80609,7/26/2002
80846,7/29/2002
82534,7/30/2002
77098,7/31/2002
89680,8/1/2002
79016,8/2/2002
79147,8/5/2002
87073,8/5/2002
28847,8/11/2002
88589,8/15/2002
80382,8/16/2002
12121,8/16/2002
76212,8/19/2002
55757,8/21/2002
87108,8/22/2002
77964,8/25/2002
84200,9/3/2002
44565,9/6/2002
81689,9/9/2002
87249,9/12/2002
89932,9/12/2002
81015,9/13/2002
88234,9/13/2002
88864,9/13/2002
76295,9/19/2002
84755,9/22/2002
75760,9/23/2002
76332,9/23/2002
77219,9/25/2002
10928,9/25/2002
87668,10/1/2002
88561,10/4/2002
88536,10/8/2002
80387,10/8/2002
11895,10/10/2002
86801,10/11/2002
87028,10/11/2002
85046,10/15/2002
86316,10/15/2002
79404,10/18/2002
83185,10/21/2002
82221,10/31/2002
82795,10/31/2002
87253,11/1/2002
86361,11/1/2002
76229,11/12/2002
55706,11/13/2002
80371,11/14/2002
86907,11/14/2002
87252,11/15/2002
58026,11/15/2002
88717,11/18/2002
85606,11/19/2002
48709,11/21/2002
62790,11/22/2002
55328,11/25/2002
88345,11/27/2002
86986,11/27/2002
86736,12/3/2002
78146,12/6/2002
19596,12/9/2002
84047,12/10/2002
19019,12/11/2002
82247,12/11/2002
81248,12/12/2002
76545,12/12/2002
88794,12/13/2002
79838,12/16/2002
87102,12/16/2002
90386,12/17/2002
86976,12/18/2002
87107,12/19/2002
83719,12/20/2002
81884,12/27/2002
19933,12/31/2002
82792,1/3/2003
11933,1/7/2003
77040,1/13/2003
85774,1/13/2003
88741,1/14/2003
85977,1/16/2003
63626,1/20/2003
83816,1/22/2003
75328,1/22/2003
75739,1/24/2003
81074,1/29/2003
92180,1/30/2003
78426,1/31/2003
90946,1/31/2003
88176,1/31/2003
88486,2/3/2003
82663,2/5/2003
79601,2/5/2003
88175,2/9/2003
76075,2/11/2003
86425,2/14/2003
18999,2/17/2003
65059,2/18/2003
81072,2/19/2003
77440,2/20/2003
88472,2/25/2003
83487,2/27/2003
83804,2/27/2003
84735,2/28/2003
84040,3/3/2003
50092,3/4/2003
77657,3/4/2003
80703,3/4/2003
75732,3/6/2003
79958,3/10/2003
77854,3/11/2003
78103,3/12/2003
85962,3/14/2003
11760,3/17/2003
84241,3/17/2003
54164,3/18/2003
89954,3/18/2003
88522,3/20/2003
81666,3/21/2003
83297,3/21/2003
79009,3/21/2003
88479,3/27/2003
84205,3/31/2003
76362,4/1/2003
47271,4/1/2003
88428,4/7/2003
75659,4/7/2003
65964,4/8/2003
75823,4/9/2003
86360,4/13/2003
79152,4/22/2003
83527,5/1/2003
75417,5/2/2003
88783,5/6/2003
33478,5/7/2003
81202,5/7/2003
86772,5/9/2003
59978,5/13/2003
87582,5/13/2003
88232,5/14/2003
75882,5/14/2003
86238,5/14/2003
80829,5/15/2003
75597,5/19/2003
79197,5/28/2003
85547,5/28/2003
85713,5/29/2003
75310,5/30/2003
79532,6/1/2003
85575,6/2/2003
70866,6/2/2003
88276,6/2/2003
84231,6/3/2003
81739,6/6/2003
79124,6/10/2003
87830,6/10/2003
88492,6/16/2003
77039,6/17/2003
24256,6/19/2003
87106,6/19/2003
81073,6/20/2003
88515,6/27/2003
86227,6/27/2003
85078,6/27/2003
81123,6/29/2003
81239,7/1/2003
24126,7/8/2003
78786,7/8/2003
76526,7/9/2003
88601,7/14/2003
83342,7/15/2003
86060,7/15/2003
73112,7/17/2003
91804,7/21/2003
87319,7/23/2003
83479,7/25/2003
79184,7/29/2003
79053,7/30/2003
79674,8/4/2003
90440,8/5/2003
15449,8/7/2003
87050,8/15/2003
42543,8/15/2003
10388,8/20/2003
88155,8/20/2003
11159,8/25/2003
11401,9/2/2003
84274,9/4/2003
76672,9/4/2003
89523,9/5/2003
87177,9/5/2003
77230,9/5/2003
11106,9/10/2003
58406,9/14/2003
79933,9/15/2003
22664,9/16/2003
80729,9/16/2003
77688,9/24/2003
11072,9/25/2003
84341,9/26/2003
83141,9/28/2003
81583,10/6/2003
84732,10/10/2003
76947,10/17/2003
75563,10/20/2003
80404,10/23/2003
80360,10/28/2003
62907,10/29/2003
87351,10/31/2003
86914,11/3/2003
33100,11/6/2003
88751,11/14/2003
87463,11/21/2003
31376,11/26/2003
83449,12/2/2003
77040,12/4/2003
86112,12/8/2003
11139,12/9/2003
85902,12/16/2003
85266,12/17/2003
33080,12/27/2003
85975,12/29/2003
81288,12/31/2003
11665,1/13/2004
88950,1/19/2004
79745,1/20/2004
82157,1/30/2004
31385,1/30/2004
85802,2/1/2004
83305,2/2/2004
81713,2/2/2004
82492,2/3/2004
76074,2/4/2004
77088,2/4/2004
11342,2/9/2004
59110,2/23/2004
19975,2/26/2004
39108,3/1/2004
79260,3/1/2004
83985,3/2/2004
87207,3/22/2004
76995,3/23/2004
80052,3/26/2004
79010,3/30/2004
85603,3/31/2004
67432,3/31/2004
77865,4/19/2004
81114,4/28/2004
87008,4/29/2004
87111,4/30/2004
80443,5/12/2004
80721,5/20/2004
55060,5/20/2004
85396,5/27/2004
11854,6/1/2004
84117,6/2/2004
84363,6/3/2004
88973,6/7/2004
83624,6/10/2004
88111,6/18/2004
88150,6/21/2004
85805,6/23/2004
79023,6/24/2004
78079,6/24/2004
81249,6/30/2004
78198,7/12/2004
80727,7/13/2004
86197,7/23/2004
82675,8/2/2004
87823,8/4/2004
77541,8/19/2004
89750,8/27/2004
10114,9/1/2004
44804,9/8/2004
79171,9/10/2004
28847,9/12/2004
87169,9/14/2004
46957,9/18/2004
76745,9/22/2004
83133,9/24/2004
13718,9/28/2004
89093,9/29/2004
87596,10/5/2004
87103,10/6/2004
10963,10/7/2004
26286,10/13/2004
85001,10/15/2004
44150,10/20/2004
88518,10/27/2004
67345,11/19/2004
81676,11/21/2004
12320,11/30/2004
76691,12/1/2004
34948,12/7/2004
80532,12/14/2004
85512,12/16/2004
83568,12/21/2004
87036,12/21/2004
85984,1/4/2005
58077,1/7/2005
89032,1/7/2005
79742,1/11/2005
79695,1/14/2005
50075,1/19/2005
85979,1/20/2005
84508,1/21/2005
34121,1/31/2005
80852,2/2/2005
79257,2/7/2005
39108,2/8/2005
78207,2/16/2005
59475,2/21/2005
11741,2/28/2005
19238,3/7/2005
84144,3/11/2005
83370,3/15/2005
21872,4/11/2005
82856,4/26/2005
89963,5/10/2005
83918,5/10/2005
87626,5/11/2005
80713,5/17/2005
76015,5/19/2005
77625,5/24/2005
81185,5/26/2005
25073,5/26/2005
80946,6/2/2005
80020,6/11/2005
79443,6/15/2005
22605,6/20/2005
12122,6/24/2005
76222,7/1/2005
43692,7/5/2005
10753,7/5/2005
82837,7/11/2005
89559,7/18/2005
83813,7/25/2005
79591,7/31/2005
78268,8/3/2005
89829,8/8/2005
10364,8/9/2005
82247,8/19/2005
83743,8/26/2005
11358,8/31/2005
76448,9/8/2005
26112,9/14/2005
32619,9/14/2005
80345,9/14/2005
79971,9/19/2005
24010,9/23/2005
87472,9/26/2005
88925,9/29/2005
86591,10/8/2005
79437,10/11/2005
77671,10/14/2005
77931,10/14/2005
80184,10/14/2005
86748,10/16/2005
90848,10/17/2005
89854,10/28/2005
86435,11/1/2005
79366,11/7/2005
12320,12/1/2005
83981,12/20/2005
88540,1/9/2006
72311,1/12/2006
86090,2/2/2006
88913,2/7/2006
44564,2/9/2006
85768,2/14/2006
11607,3/3/2006
75345,3/14/2006
81172,3/14/2006
45313,3/19/2006
89312,3/22/2006
76720,3/27/2006
76807,4/3/2006
83709,4/9/2006
84326,4/12/2006
76252,4/28/2006
10791,5/8/2006
84400,5/9/2006
87474,5/22/2006
10397,6/12/2006
79498,7/6/2006
83726,7/7/2006
87156,7/31/2006
79927,8/8/2006
11496,8/18/2006
76793,8/22/2006
11956,8/25/2006
67732,9/18/2006
88987,9/28/2006
65315,10/13/2006
66077,10/15/2006
56119,10/30/2006
83860,10/30/2006
88623,11/17/2006
60354,11/29/2006
88667,11/29/2006
67619,12/7/2006
77261,12/11/2006
78951,12/18/2006
75585,12/20/2006
89370,12/27/2006
76027,12/27/2006
11681,12/28/2006
11483,12/29/2006
71124,1/12/2007
58667,1/18/2007
84868,1/19/2007
83452,1/24/2007
78113,1/29/2007
55221,2/5/2007
87518,2/7/2007
88573,2/8/2007
10608,2/9/2007
87603,2/14/2007
46957,3/12/2007
83954,3/20/2007
75066,3/21/2007
79710,3/23/2007
85025,4/2/2007
76910,4/3/2007
75554,4/25/2007
12178,4/27/2007
60864,4/30/2007
86521,5/17/2007
88206,5/21/2007
83765,5/29/2007
86298,6/11/2007
51158,6/14/2007
69542,6/29/2007
68881,7/12/2007
77764,7/13/2007
11662,7/16/2007
76536,7/16/2007
82811,7/31/2007
80504,8/1/2007
89315,8/1/2007
87358,8/6/2007
90255,8/9/2007
81536,8/13/2007
85410,8/13/2007
79860,8/16/2007
88992,8/20/2007
80783,8/22/2007
23552,8/22/2007
59619,8/31/2007
77088,9/5/2007
87756,9/14/2007
58800,9/20/2007
88661,9/20/2007
30074,9/27/2007
84216,10/8/2007
80702,10/9/2007
22585,10/10/2007
80463,10/15/2007
90308,10/15/2007
80831,10/16/2007
90453,11/8/2007
39415,11/9/2007
87579,11/14/2007
56143,11/19/2007
79732,11/26/2007
79613,11/30/2007
84164,12/17/2007
11945,12/21/2007
85523,12/27/2007
85987,12/28/2007
61268,12/30/2007
84345,1/9/2008
11573,1/11/2008
82784,1/21/2008
86167,1/22/2008
79695,1/28/2008
13224,1/28/2008
85882,1/29/2008
79745,2/3/2008
76582,2/4/2008
89899,2/5/2008
84229,2/7/2008
11278,2/19/2008
77324,2/21/2008
11384,2/22/2008
86038,2/29/2008
90653,3/5/2008
86762,3/5/2008
87017,3/8/2008
89300,3/14/2008
90990,3/14/2008
61268,3/20/2008
26673,3/30/2008
87495,3/30/2008
18439,4/1/2008
80654,4/3/2008
80528,4/10/2008
89834,4/17/2008
25689,4/20/2008
91958,4/24/2008
78145,4/25/2008
90566,4/29/2008
84169,5/2/2008
85849,5/15/2008
38594,5/19/2008
85475,5/20/2008
88642,6/4/2008
77026,6/9/2008
90128,6/11/2008
37699,6/18/2008
83526,6/23/2008
89831,7/8/2008
82449,7/15/2008
79518,7/23/2008
23537,7/28/2008
67862,7/31/2008
90159,8/5/2008
75150,8/10/2008
83348,8/19/2008
86171,8/20/2008
83415,9/2/2008
89962,9/5/2008
80599,9/15/2008
79164,9/16/2008
81593,9/26/2008
85226,9/26/2008
91469,10/10/2008
88577,10/15/2008
88498,10/15/2008
90877,10/17/2008
76228,10/20/2008
80489,11/9/2008
84577,11/10/2008
90212,11/10/2008
47175,11/10/2008
90945,11/10/2008
89928,11/12/2008
79328,11/23/2008
54279,11/25/2008
77018,11/26/2008
91660,12/1/2008
88730,12/3/2008
31341,12/30/2008
89566,12/30/2008
22518,1/5/2009
92208,1/6/2009
85633,1/12/2009
69411,1/14/2009
64901,1/14/2009
85625,2/3/2009
68065,2/9/2009
75558,2/12/2009
84031,2/12/2009
81119,2/13/2009
90911,2/17/2009
88910,2/18/2009
79971,2/18/2009
91029,3/1/2009
87619,3/5/2009
49526,3/9/2009
22680,3/10/2009
46295,3/10/2009
85837,3/11/2009
80833,3/19/2009
91740,3/27/2009
87378,3/27/2009
92012,3/30/2009
88620,3/30/2009
90777,3/30/2009
91576,3/31/2009
87605,3/31/2009
88544,3/31/2009
91506,4/1/2009
10791,4/1/2009
87002,4/5/2009
85622,4/15/2009
79129,4/16/2009
66130,4/16/2009
79568,4/20/2009
67328,4/30/2009
79351,5/1/2009
88817,5/1/2009
82813,5/11/2009
89930,5/11/2009
83761,5/11/2009
85995,5/13/2009
81097,5/19/2009
85286,5/31/2009
77967,5/31/2009
80559,6/1/2009
30031,6/1/2009
10362,6/1/2009
91036,6/9/2009
76209,6/13/2009
89631,6/15/2009
91496,6/17/2009
83159,6/23/2009
79562,7/2/2009
82242,7/2/2009
79262,7/9/2009
91268,7/16/2009
89045,7/21/2009
79192,7/28/2009
81553,8/5/2009
92483,8/27/2009
91031,9/14/2009
91946,9/15/2009
83947,10/21/2009
90555,10/26/2009
90823,11/6/2009
92284,11/8/2009
77576,11/8/2009
91074,11/11/2009
41419,11/15/2009
14402,11/16/2009
88432,11/16/2009
82201,12/17/2009
82501,12/18/2009
58608,1/4/2010
11162,1/5/2010
75162,1/6/2010
90025,1/15/2010
80831,2/2/2010
75286,2/25/2010
87564,3/1/2010
54439,3/1/2010
89943,3/11/2010
85896,3/15/2010
90700,3/30/2010
87026,4/26/2010
86915,4/29/2010
89860,4/30/2010
76931,5/3/2010
90719,5/14/2010
86025,5/16/2010
77893,5/25/2010
90475,5/28/2010
67046,6/15/2010
91817,6/23/2010
89531,6/24/2010
89370,7/2/2010
83458,7/12/2010
11161,7/18/2010
90904,7/22/2010
11048,7/29/2010
89366,7/30/2010
80239,8/5/2010
10304,8/19/2010
85832,8/20/2010
90960,8/25/2010
89568,9/10/2010
92547,9/20/2010
87134,9/23/2010
90317,9/24/2010
92099,10/19/2010
81647,10/28/2010
79634,11/1/2010
92484,11/4/2010
76757,11/8/2010
89450,11/15/2010
81889,11/29/2010
91820,12/9/2010
92722,12/10/2010
26657,12/12/2010
85005,12/17/2010
90970,12/31/2010
93348,1/11/2011
85457,1/20/2011
90816,1/21/2011
79500,1/28/2011
87584,1/30/2011
93006,2/11/2011
11306,2/15/2011
92099,2/16/2011
81654,2/16/2011
88801,3/23/2011
82155,4/1/2011
67715,4/4/2011
79828,4/27/2011
91019,4/29/2011
91840,4/29/2011
84572,5/9/2011
12188,5/16/2011
77270,5/20/2011
90209,5/24/2011
75968,6/27/2011
86037,7/1/2011
91179,7/8/2011
90788,7/27/2011
77181,7/30/2011
92030,8/12/2011
88799,8/15/2011
92051,8/19/2011
10994,8/26/2011
90939,9/16/2011
85402,9/28/2011
60273,10/3/2011
87129,10/4/2011
37744,10/5/2011
56602,10/19/2011
88791,10/30/2011
92190,10/31/2011
65429,11/2/2011
90352,11/7/2011
85216,11/16/2011
89018,11/17/2011
81530,11/23/2011
21020,11/29/2011
50286,12/12/2011
79259,12/15/2011
78208,1/4/2012
11754,1/19/2012
80758,1/23/2012
78869,1/26/2012
77403,2/1/2012
90746,2/6/2012
32636,2/14/2012
62885,2/20/2012
93430,2/23/2012
84108,3/2/2012
90678,3/7/2012
81109,3/25/2012
79529,3/26/2012
86850,3/30/2012
89919,4/1/2012
90847,4/12/2012
84311,4/15/2012
75327,5/30/2012
84321,6/15/2012
39766,6/19/2012
85550,7/2/2012
92346,7/9/2012
77582,7/12/2012
90727,7/17/2012
77158,8/4/2012
89885,8/7/2012
76037,8/9/2012
88906,8/17/2012
64864,8/29/2012
84779,9/5/2012
13078,9/11/2012
90024,10/3/2012
93037,10/16/2012
78073,10/17/2012
92033,10/26/2012
86574,10/28/2012
51457,11/14/2012
92042,11/15/2012
76999,12/19/2012
90093,12/30/2012
91282,1/11/2013
92312,1/11/2013
79712,1/27/2013
86189,1/28/2013
84330,1/28/2013
86496,2/28/2013
38790,3/10/2013
93240,3/17/2013
93194,3/18/2013
13938,3/24/2013
88945,4/1/2013
86249,4/7/2013
90974,4/8/2013
79407,4/24/2013
93007,4/25/2013
20248,5/1/2013
79740,6/3/2013
90196,6/10/2013
13115,6/17/2013
92938,6/26/2013
90560,6/27/2013
75454,7/1/2013
90863,7/2/2013
11601,7/2/2013
92216,7/15/2013
92341,7/23/2013
83305,7/24/2013
79417,8/4/2013
77783,8/12/2013
49286,8/19/2013
77855,9/9/2013
93391,9/16/2013
12793,9/17/2013
12743,9/25/2013
91524,9/27/2013
81181,10/3/2013
18033,10/14/2013
81756,11/21/2013
93355,12/2/2013
85214,12/15/2013
93346,2/10/2014
84309,2/10/2014
91061,2/21/2014
86233,3/5/2014
12581,3/20/2014
92243,3/23/2014
93317,3/25/2014
78956,4/3/2014
93351,4/7/2014
90538,4/7/2014
84416,4/11/2014
84351,4/15/2014
90813,4/21/2014
76553,4/23/2014
86284,6/11/2014
66050,6/18/2014
12883,7/11/2014
12959,7/28/2014
90724,8/6/2014
90911,9/9/2014
89685,9/15/2014
85401,9/16/2014
92758,10/6/2014
90204,10/10/2014
80971,10/12/2014
92126,10/21/2014
88806,11/3/2014
12887,11/9/2014
88335,11/10/2014
92319,11/12/2014
91014,12/7/2014
93358,12/29/2014
89865,12/31/2014
